GunMountID,MountCaliber,GunMountName,GunMountNation,GunMountType,GunID,NumberOfGuns,MaxElevation,MountSource
114-ag-markii-bd,114,"4.5""/45 Mark II BD",britain,Armored Gunhouse,114-bg-qf-marki,2,80,http://www.navweaps.com/Weapons/WNBR_45-45_mk1.php#Mount%2FTurret_Data
105-c-sk-c11,105,10.5cm/42 SK L/45 C/11,germany,Central Pivot (Casement),105-bg-sk-l45,1,30,http://www.navweaps.com/Weapons/WNGER_41-45_skc06.php#Mount_%2F_Turret_Data
105-c-mpl-c91,105,10.5cm/32 MPL C/91,germany,Central Pivot,105-bg-sk-l40,1,30.3,http://www.navweaps.com/Weapons/WNGER_41-35_skc91.php#Mount_%2F_Turret_Data
105-sm-dop-lc37,105,10.5cm/60 Dop. L. C/37,germany,Stabalized Mount,105-bg-sk-c33,2,80,http://www.navweaps.com/Weapons/WNGER_41-65_skc33.php
105-sm-dop-lc31,105,10.5cm/60 Dop. L. C/31,germany,Stabalized Mount,105-bg-sk-c33,2,80,http://www.navweaps.com/Weapons/WNGER_41-65_skc33.php
105-cp-mpl-c32ge,105,10.5cm/42 MPL C/32gE,germany,Central Pivot,105-bg-sk-c32,1,70,http://www.navweaps.com/Weapons/WNGER_41-45_skc32.php#Mount%2FTurret_Data
102-c-vickers-e,102,10.2cm/50 Vickers E,spain,Central Pivot (Casement),102-bg-vickers-e,1,15,http://www.navypedia.org/ships/spain/sp_bb_espana.htm
102-cp-twin-ha-markxix,102,"4""/45 Twin HA Mark XIX",britain,Central Pivot (Gun Shield),102-bg-qf-markxvi,2,80,http://www.navweaps.com/Weapons/WNBR_4-45_mk16.php#Mount%2FTurret_Data
102-ag-twin-hala-bd-markxviii,102,"4""/45 Twin HA/LA BD Mark XVIII",britain,Armored Gunhouse,102-bg-qf-markxv,2,85,http://www.navweaps.com/Weapons/WNBR_4-45_mk5.php#Mount%2FTurret_Data
102-cp-ha-markiii,102,"4""/45 HA Mark III",britain,Central Pivot,102-bg-qf-markv,1,80,http://www.navweaps.com/Weapons/WNBR_4-45_mk5.php
102-cp-pi*,102,"4""/40 PI*",britain,Central Pivot (Casement),102-bg-qf-marki,1,20,http://www.navweaps.com/Weapons/WNBR_4-40_mk3.php
102-cp-pi,102,"4""/40 PI",britain,Central Pivot,102-bg-qf-marki,1,20,http://www.navweaps.com/Weapons/WNBR_4-40_mk3.php
102-p-mk12,102,"4""/50 Mark 12",usa,Pedestal,102-bg-mk9,1,20,http://www.navweaps.com/Weapons/WNUS_4-50_mk9.php#Mount%2FTurret_Data
102-p-mk12,102,"4""/50 Mark 12",usa,Pedestal,102-bg-mk7,1,20,http://www.navweaps.com/Weapons/WNUS_4-50_mk9.php
102-p-mk4,102,"4""/40 Mark 4",usa,Pedestal,102-bg-mk1,1,20,http://www.navweaps.com/Weapons/WNUS_4-40_mk1.php
102-gs-mk4,102,"4""/40 Mark 4",usa,Central Pivot (Gun Shield),102-bg-mk1,1,20,http://www.navweaps.com/Weapons/WNUS_4-40_mk1.php
102-gs-ha-markii,102,"4""/50 HA Mark II",britain,Central Pivot (Gun Shield),102-bg-bl-markvii,1,60,http://www.navweaps.com/Weapons/WNBR_4-50_mk7.php#Mount%2FTurret_Data
102-cp-pii,102,"4""/50 PII",britain,Central Pivot,102-bg-bl-markvii,1,15,http://www.navweaps.com/Weapons/WNBR_4-50_mk7.php#Mount%2FTurret_Data
102-cp-ha-markii,102,"4""/50 HA Mark II",britain,Central Pivot,102-bg-bl-markvii,1,60,http://www.navweaps.com/Weapons/WNBR_4-50_mk7.php#Mount%2FTurret_Data
102-c-pii,102,"4""/50 PII",britain,Central Pivot (Casement),102-bg-bl-markvii,1,15,http://www.navweaps.com/Weapons/WNBR_4-50_mk7.php#Mount%2FTurret_Data
102-gs-ti-marki,102,"4""/45 T.I. Mark I",britain,Central Pivot (Gun Shield),102-bg-bl-markix,3,30,http://www.navweaps.com/Weapons/WNBR_4-45_mk9.php
102-gs-cpi*,102,"4""/45 CPI*",britain,Central Pivot (Casement),102-bg-bl-markix,1,30,http://www.navweaps.com/Weapons/WNBR_4-45_mk9.php
102-gs-cpi,102,"4""/45 CPI",britain,Central Pivot (Gun Shield),102-bg-bl-markix,1,30,http://www.navweaps.com/Weapons/WNBR_4-45_mk9.php
102-piv-vbii,102,"4""/27 VBII",britain,Pivot,102-bg-bl-marki,1,18.5,http://www.navweaps.com/Weapons/WNBR_4-25_mk1.php#4%22%2F27_%2810.2_cm%29_Mark_II%2C_4%22%2F27_%2810.2_cm%29_Mark_III%2C_4%22%2F27_%2810.2_cm%29_Mark_IV%2C_4%22%2F27_%2810.2_cm%29_Mark_V%2C_4%22%2F27_%2810.2_cm%29_Mark_VI
102-gs-vbii,102,"4""/27 VBII",britain,Pedestal (Gun Shield),102-bg-bl-marki,1,18.5,http://www.navweaps.com/Weapons/WNBR_4-25_mk1.php#4%22%2F27_%2810.2_cm%29_Mark_II%2C_4%22%2F27_%2810.2_cm%29_Mark_III%2C_4%22%2F27_%2810.2_cm%29_Mark_IV%2C_4%22%2F27_%2810.2_cm%29_Mark_V%2C_4%22%2F27_%2810.2_cm%29_Mark_VI
102-cp-a1917,102,102mm/45 Armstrong Model 1917,italy,Central Pivot,102-bg-a1917,1,35,http://www.navweaps.com/Weapons/WNIT_4-45_m1917.php
100-ag-cad-m1945,100,100mm/55 CAD Model 1945,france,Armored Gunhouse,100-bg-m1945,2,70,http://www.navweaps.com/Weapons/WNFR_39-55_m1945.php
100-cp-m1931-bb,100,100mm/45 Model 1931,france,Central Pivot,100-bg-m1930-bb,2,80,http://www.navweaps.com/Weapons/WNFR_39-45_m1930.php
100-ag-m1937-bb,100,100mm/45 Model 1937,france,Armored Gunhouse,100-bg-m1930-bb,2,90,http://www.navweaps.com/Weapons/WNFR_39-45_m1930.php
100-gs-m1924,100,100mm/47 OTO Model 1924,italy,Central Pivot (Gun Shield),100-bg-m1924,2,85,http://www.navweaps.com/Weapons/WNIT_39-47_m1924.php#Mount%2FTurret_Data
100-piv-m1891,100,100mm/45 Model 1891,france,Pivot,100-bg-m1891,1,20,https://en.wikipedia.org/wiki/Canon_de_100_mm_Mod%C3%A8le_1891
100-cp-m1891,100,100mm/45 Model 1891,france,Central Pivot,100-bg-m1891,1,20,https://en.wikipedia.org/wiki/Canon_de_100_mm_Mod%C3%A8le_1891
100-c-m1891,100,100mm/45 Model 1891,france,Central Pivot (Casement),100-bg-m1891,1,20,https://en.wikipedia.org/wiki/Canon_de_100_mm_Mod%C3%A8le_1891
100-p-m1881,100,100mm/26 Model 1881,france,Pedestal,100-bg-m1881,1,,https://en.wikipedia.org/wiki/Terrible-class_ironclad#Characteristics
100-c-k10,100,10cm/47 L/50 K.10,ahn,Central Pivot (Casement),100-bg-k10,1,18,http://www.navweaps.com/Weapons/WNIT_39-47_m1924.php#Mount%2FTurret_Data
100-ag-mz-14,100,100mm/54 MZ-14,russia,Armored Gunhouse,100-bg-b34-p1940,2,85,http://www.navweaps.com/Weapons/WNRussian_39-56_m1940.php
95-piv-rbl-20pdr-16cwt,95,95mm/21 RBL 20-pdr 16 cwt,britain,Pivot,95-bg-rbl-20pdr-16cwt,1,16,https://en.wikipedia.org/wiki/RBL_20-pounder_Armstrong_gun
90-ag-m1938,90,90mm/50 Model 1938,italy,Armored Gunhouse,90-bg-m1938,1,75,http://www.navweaps.com/Weapons/WNIT_35-50_m1939.php
90-p-m1881,90,90mm/22 Model 1881,france,Pedestal,90-bg-m1881,1,,
89-piv-l25-krupp,89,9cm/24 L/25 Krupp,germany,Pivot,89-bg-l25-krupp,1,,http://navalhistory.flixco.info/H/291319x53535/8330/a0.htm
88-cp-mpl-c06,88,8.8cm/45 MPL C/06,germany,Central Pivot (Gun Shield),88-bg-sk-l45,1,25,http://www.navweaps.com/Weapons/WNGER_88mm-45_skc13.php
88-c-mpl-c01,88,8.8cm/45 MPL C/01,germany,Central Pivot (Casement),88-bg-sk-l45,1,25,http://www.navweaps.com/Weapons/WNGER_88mm-45_skc13.php
88-gs,88,88cm/32 CP,germany,Central Pivot (Gun Shield),88-bg-sk-l35,1,25,http://www.navweaps.com/Weapons/WNGER_88mm-35_skc00.php
88-cp,88,88cm/32 CP,germany,Central Pivot,88-bg-sk-l35,1,25,http://www.navweaps.com/Weapons/WNGER_88mm-35_skc00.php
88-c,88,88cm/32 CP,germany,Central Pivot (Casement),88-bg-sk-l35,1,25,http://www.navweaps.com/Weapons/WNGER_88mm-35_skc00.php
88-cp-mpl-c89,88,8.8cm/27 MPL C/89,germany,Central Pivot,88-bg-sk-l30,1,20,http://www.navweaps.com/Weapons/WNGER_88mm-30_skc97.php
88-c-mpl-c89,88,8.8cm/27 MPL C/89,germany,Central Pivot (Casement),88-bg-sk-l30,1,20,http://www.navweaps.com/Weapons/WNGER_88mm-30_skc97.php
88-cp-mpl-c13,88,8.8cm/45 MPL C/13,germany,Central Pivot,88-bg-flak-l45,1,70,http://www.navweaps.com/Weapons/WNGER_88mm-45_skc13.php
76-p-v1909-aa,76,76mm/50 Model 1909 AA,italy,Pedestal,76-bg-v1909-aa,1,,http://www.navweaps.com/Weapons/WNIT_3-50_m1909.php
76-p-v1909,76,76mm/50 Model 1909,italy,Pedestal,76-bg-v1909,1,20,http://www.navweaps.com/Weapons/WNIT_3-50_m1909.php
76-car-rbl-12pdr-8cwt,76,76mm/20 RBL 12-pdr 8 cwt,britain,Carriage,76-bg-rbl-12pdr-8cwt,1,,https://en.wikipedia.org/wiki/RBL_12-pounder_8_cwt_Armstrong_gun#United_Kingdom_service
76-cp-p1914-aa,76,76.2mm/30 Pattern 1914/15 AA,russia,Central Pivot,76-bg-p1914-8k,1,65,http://www.navweaps.com/Weapons/WNRussian_3-30_Lender.php#Mount%2FTurret_Data
76-p-mk7,76,"3""/50 Mark 7",usa,Pedestal,76-bg-mk5,1,15,http://www.navweaps.com/Weapons/WNUS_3-50_mk2.php
76-cp-mk27,76,"3""/50 Mark 27",usa,Central Pivot,76-bg-mk22,2,85,http://www.navweaps.com/Weapons/WNUS_3-50_mk27-33-34.php#Mount%2FTurret_Data
76-cp-mk34,76,"3""/50 Mark 34",usa,Central Pivot,76-bg-mk22,1,85,http://www.navweaps.com/Weapons/WNUS_3-50_mk27-33-34.php#Mount%2FTurret_Data
76-p-mk2,76,"3""/50 Mark 2",usa,Pedestal,76-bg-mk2,1,15,http://www.navweaps.com/Weapons/WNUS_3-50_mk2.php
76-cp-mk11,76,"3""/50 Mark 11",usa,Central Pivot,76-bg-mk10,1,85,http://www.navweaps.com/Weapons/WNUS_3-50_mk10-22.php#Mount%2FTurret_Data
76-p-rm-m1916,76,76mm/40 Model 1916,italy,Pedestal,76-bg-m1916,1,65,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-p-elswick-n,76,12-pdr/40 Elswick N,italy,Pedestal,76-bg-elswick-n,1,,http://navypedia.org/arms/italy/arms_it_guns.htm
76-p-a1909,76,"3""/40 Armstrong 1909",italy,Pedestal,76-bg-a1906,1,42,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-cp-rm1916,76,"3""/40 RM1916",italy,Central Pivot,76-bg-a1906,1,65,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-c-a1909,76,"3""/40 Armstrong 1909",italy,Central Pivot (Casement),76-bg-a1906,1,42,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-p-41st-year,76,8cm/40 41st Year Type,japan,Pedestal,76-bg-41st-year,1,20,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-cp-41st-year,76,8cm/40 41st Year Type,japan,Central Pivot,76-bg-41st-year,1,75,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-c-41st-year,76,8cm/40 41st Year Type,japan,Central Pivot (Casement),76-bg-41st-year,1,20,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-p-3rd-year,76,8cm/40 3rd Year Type,japan,Pedestal,76-bg-3rd-year-type,1,75,http://www.navweaps.com/Weapons/WNJAP_3-40_3ns.php
76-gs-81k,76,76.2mm/55 81-K,russia,Pedestal (Gun Shield),76-bg-34k-p1935,2,85,http://www.navweaps.com/Weapons/WNRussian_3-55_m1935.php#Mount%2FTurret_Data
76-gs-34k,76,76.2mm/55 34-K,russia,Central Pivot (Gun Shield),76-bg-34k-p1935,1,85,http://www.navweaps.com/Weapons/WNRussian_3-55_m1935.php#Mount%2FTurret_Data
76-gs-pi,76,12-pdr/45 PI,britain,Central Pivot (Gun Shield),76-bg-23-qf-marki,1,30,http://www.navweaps.com/Weapons/WNBR_3-45_mk1.php
76-cp-vickers-ff,76,12-pdr/45 Vickers FF,spain,Central Pivot,76-bg-20-qf-ha-marki,1,90,http://www.navweaps.com/Weapons/WNBR_3-45_mk1.php
76-cp-ha-markii,76,12-pdr/45 HA Mark II,britain,Central Pivot,76-bg-20-qf-ha-marki,1,90,http://www.navweaps.com/Weapons/WNBR_3-45_mk1.php
76-p-piv,76,12-pdr/50 PIV,britain,Pedestal,76-bg-18-qf-marki,1,20,http://www.navweaps.com/Weapons/WNBR_3-50_mk1.php
76-p-markii,76,14-pdr/50 Mark II,britain,Pedestal,76-bg-14-qf-markii,1,30,https://en.wikipedia.org/wiki/QF_14-pounder_naval_gun_Mk_I_%26_II
76-p-marki,76,14-pdr/50 Mark I,britain,Pedestal,76-bg-14-qf-marki,1,30,https://en.wikipedia.org/wiki/QF_14-pounder_naval_gun_Mk_I_%26_II
76-p-pi,76,12-pdr/40 PI,britain,Pedestal,76-bg-12-qf-marki,1,30,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-gs-pi,76,12-pdr/40 PI,britain,Pedestal (Gun Shield),76-bg-12-qf-marki,1,30,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
76-c-pi,76,12-pdr/40 PI,britain,Central Pivot (Casement),76-bg-12-qf-marki,1,30,http://www.navweaps.com/Weapons/WNBR_3-40_mk1.php
75-p-p1906,75,75mm/48.2 Pattern 1906,russia,Pedestal,75-bg-p1892,1,20,http://www.navweaps.com/Weapons/WNRussian_29-50_m1891.php#Mount%2FTurret_Data
75-p-osz-m1911,75,75mm/48.2 OSZ mod 1911,russia,Pedestal,75-bg-p1892,1,20,http://www.navweaps.com/Weapons/WNRussian_29-50_m1891.php#Mount%2FTurret_Data
75-gs-osz-m1911,75,75mm/48.2 OSZ mod 1911,russia,Pedestal (Gun Shield),75-bg-p1892,1,20,http://www.navweaps.com/Weapons/WNRussian_29-50_m1891.php#Mount%2FTurret_Data
75-cp-osz-m1916,75,75mm/48.2 OSZ mod 1916,russia,Central Pivot,75-bg-p1892,1,70,http://www.navweaps.com/Weapons/WNRussian_29-50_m1891.php#Mount%2FTurret_Data
75-c-m1906,75,75mm/48.2 Casement mod 1906,russia,Central Pivot (Casement),75-bg-p1892,1,25,http://www.navweaps.com/Weapons/WNRussian_29-50_m1891.php#Mount%2FTurret_Data
75-cp-m1922-s,75,75mm/50 Model 1922 (Shielded),france,Central Pivot,75-bg-m1922,1,90,http://www.navweaps.com/Weapons/WNFR_3-50_m1922.php
75-cp-m1922,75,75mm/50 Model 1922,france,Central Pivot,75-bg-m1922,1,90,http://www.navweaps.com/Weapons/WNFR_3-50_m1922.php
75-cp-m1918,75,75mm/36 Model 1918 AA,france,Central Pivot,75-bg-m1918,1,70,https://en.wikipedia.org/wiki/Canon_de_75_mod%C3%A8le_1897
75-c-m1908,75,75mm/62.5 Model 1908,france,Central Pivot (Casement),75-bg-m1908,1,25,http://www.navweaps.com/Weapons/WNFR_3-62_m1908.php
75-cp-m1897,75,75mm/36 Model 1897 G,france,Central Pivot,75-bg-m1897,1,70,https://en.wikipedia.org/wiki/Canon_de_75_mod%C3%A8le_1897
66-p-sfk-l45,66,7cm/42 SFK L/45,ahn,Pedestal,66-bg-sfk-l45,1,20,https://en.wikipedia.org/wiki/%C5%A0koda_7_cm_guns
66-p-l18-aa,66,7cm/16 L/18 AA,ahn,Pedestal,66-bg-l18,1,90,https://en.wikipedia.org/wiki/%C5%A0koda_7_cm_guns
66-p-l18,66,7cm/16 L/18,ahn,Pedestal,66-bg-l18,1,20,https://en.wikipedia.org/wiki/%C5%A0koda_7_cm_guns
66-p-k16,66,7cm/50 L/50 K.16,ahn,Pedestal,66-bg-k10,1,90,https://en.wikipedia.org/wiki/%C5%A0koda_7_cm_K10
66-p-k10,66,7cm/50 L/50 K.10,ahn,Pedestal,66-bg-k10,1,20,https://en.wikipedia.org/wiki/%C5%A0koda_7_cm_K10
66-p-g-bag,66,7cm/45 G. L/45 BAG,ahn,Pedestal,66-bg-g-bag,1,90,https://en.wikipedia.org/wiki/%C5%A0koda_7_cm_guns
65-p-m1902,65,65mm/50 Model 1902,france,Pedestal,65-bg-m1902,1,20,https://en.wikipedia.org/wiki/Canon_de_65_mm_Mod%C3%A8le_1891
65-p-m1888,65,65mm/50 Model 1888,france,Pedestal,65-bg-m1888,1,20,https://en.wikipedia.org/wiki/Canon_de_65_mm_Mod%C3%A8le_1891
63-p-p1916,63,"2.5""/36 Pattern 1916",russia,Pedestal,63-bg-p1916,1,75,http://www.navweaps.com/Weapons/WNRussian_25-38_m1916.php
57-ag-acad-m1948,57,57mm/60 ACAD Model 1948,france,Armored Gunhouse,57-mg-m1951,2,94,http://www.navweaps.com/Weapons/WNFR_57-60_m1951.php
57-p-nord-aa,57,57mm/43 Nordenfelt Model 1887,russia,Pedestal,57-bg-n1885,1,65,http://www.navweaps.com/Weapons/WNRussian_57mm_Hotchkiss.php#Mount%2FTurret_Data
57-p-n1885,57,57mm/43 Nordenfelt Model 1887,sweden,Pedestal,57-bg-n1885,1,15,http://navypedia.org/arms/italy/arms_it_guns.htm
57-p-mk1,57,6-pdr Hotchkiss Mark 1,usa,Pedestal,57-bg-mk1,1,60,http://www.navweaps.com/Weapons/WNUS_6pounder_m1.php
57-p-markic-ha,57,6-pdr Mark IC HA,britain,Pedestal,57-bg-mk1,1,60,http://www.navweaps.com/Weapons/WNBR_6pounder_m1.php
57-p-marki-recoil,57,6-pdr Mark I Recoil,britain,Pedestal,57-bg-mk1,1,25,http://www.navweaps.com/Weapons/WNBR_6pounder_m1.php
57-gs-mk1,57,6-pdr Hotchkiss Mark 1,usa,Pedestal (Gun Shield),57-bg-mk1,1,60,http://www.navweaps.com/Weapons/WNUS_6pounder_m1.php
57-gs-marki-recoil,57,6-pdr Mark I Recoil,britain,Pedestal (Gun Shield),57-bg-mk1,1,25,http://www.navweaps.com/Weapons/WNBR_6pounder_m1.php
57-p-d-s,57,6-pdr/45 Driggs-Schroeder,usa,Pedestal,57-bg-d-s,1,38,http://www.navweaps.com/Weapons/WNUS_6pounder_m1.php
57-gs-d-s,57,6-pdr/45 Driggs-Schroeder,usa,Pedestal (Gun Shield),57-bg-d-s,1,38,http://www.navweaps.com/Weapons/WNUS_6pounder_m1.php
47-p-yamanouchi-mk1,47,2.5-pdr Yamanouchi Mark 1,japan,Pedestal,47-bg-yamanouchi-mk1,1,20,https://en.wikipedia.org/wiki/QF_3-pounder_Hotchkiss#Japanese_service
47-p-markiii-ha,47,3-pdr Vickers Mark III HA,britain,Pedestal,47-bg-vickers-qf-mark1,1,80,http://www.navweaps.com/Weapons/WNBR_3pounder_V_mk1.php#Mount%2FTurret_Data
47-p-marki-la,47,3-pdr Vickers Mark I LA,britain,Pedestal,47-bg-vickers-qf-mark1,1,30,http://www.navweaps.com/Weapons/WNBR_3pounder_V_mk1.php#Mount%2FTurret_Data
47-p-sfk-l44,47,47mm/40 SFK L/44,ahn,Pedestal,47-bg-sfk-l44,1,20,https://en.wikipedia.org/wiki/QF_3-pounder_Hotchkiss#Austro-Hungarian_service
47-p-sfk-l33,47,47mm/30 SFK L/33,ahn,Pedestal,47-bg-sfk-l33,1,20,https://en.wikipedia.org/wiki/QF_3-pounder_Hotchkiss#Austro-Hungarian_service
47-p-revolver-m1885,47,47mm/20 Hotchkiss Revolving Cannon Model 1885,france,Pedestal,47-bg-revolver-m1885,1,,https://en.wikipedia.org/wiki/Hotchkiss_gun
47-p-markv-ha,47,3-pdr Hotchkiss Mark V HA,britain,Pedestal,47-bg-qf-mark1,1,70,http://www.navweaps.com/Weapons/WNBR_3pounder_H_mk1.php#Mount%2FTurret_Data
47-p-markiv-ha,47,3-pdr Hotchkiss Mark IV HA,britain,Pedestal,47-bg-qf-mark1,1,60,http://www.navweaps.com/Weapons/WNBR_3pounder_H_mk1.php#Mount%2FTurret_Data
47-p-marki,47,3-pdr Hotchkiss Mark I,britain,Pedestal,47-bg-qf-mark1,1,25,http://www.navweaps.com/Weapons/WNBR_3pounder_H_mk1.php#Mount%2FTurret_Data
47-gs-marki,47,3-pdr Hotchkiss Mark I,britain,Pedestal (Gun Shield),47-bg-qf-mark1,1,25,http://www.navweaps.com/Weapons/WNBR_3pounder_H_mk1.php#Mount%2FTurret_Data
47-p-mk1-gatling,47,3-pdr Hotchkiss Mark 1 Gatling,usa,Pedestal,47-bg-mk1-gatling,1,50,http://www.navweaps.com/Weapons/WNUS_3pounder_m1.php#Mount%2FTurret_Data
47-p-mk1,47,3-pdr Hotchkiss Mark 1,usa,Pedestal,47-bg-mk1,1,50,http://www.navweaps.com/Weapons/WNUS_3pounder_m1.php#Mount%2FTurret_Data
47-p-m1902-la,47,47mm/50 Model 1902 LA,france,Pedestal,47-bg-m1902,1,30,https://en.wikipedia.org/wiki/QF_3-pounder_Hotchkiss#French_service
47-p-m1902-ha,47,47mm/50 Model 1902 HA,france,Pedestal,47-bg-m1902,1,75,https://en.wikipedia.org/wiki/QF_3-pounder_Hotchkiss#French_service
47-p-m1886,47,3-pdr Hotchkiss M1886,italy,Pedestal,47-bg-m1886,1,25,http://navypedia.org/arms/italy/arms_it_guns.htm
47-p-m1885,47,47mm/40 Model 1885,france,Pedestal,47-bg-m1885,1,20,https://en.wikipedia.org/wiki/QF_3-pounder_Hotchkiss
47-p-aa,47,47mm/40 AA,russia,Pedestal,47-bg-hotchkiss,1,85,http://www.navweaps.com/Weapons/WNRussian_47mm_Hotchkiss.php#Mount%2FTurret_Data
47-p-1,47,47mm/40 /1,russia,Pedestal,47-bg-hotchkiss,1,25,http://www.navweaps.com/Weapons/WNRussian_47mm_Hotchkiss.php#Mount%2FTurret_Data
47-p-d-s,47,3-pdr/45 Mark 2,usa,Pedestal,47-bg-d-s,1,50,http://www.navweaps.com/Weapons/WNUS_3pounder_m1.php#Mount%2FTurret_Data
45-cp-21k,45,45mm/46 21-K,russia,Central Pivot,45-sa-21k,1,85,http://www.navweaps.com/Weapons/WNRussian_45mm-46.php#Mount%2FTurret_Data
45-ag-sm-20-zif,45,45mm/78 SM-20-ZIF,russia,Armored Gunhouse,45-mg-rus,4,85,https://en.wikipedia.org/wiki/Stalingrad-class_battlecruiser#Armament
40-cp-vt-1915,40,40mm/39 Vickers-Terni M1930,italy,Central Pivot,40-mg-vt-1915,1,80,http://www.navweaps.com/Weapons/WNBR_2pounder_m2.php#Mount%2FTurret_Data
40-cp-v1917,40,40mm/39 Model 1917,italy,Central Pivot,40-mg-v1915,1,20,http://www.navweaps.com/Weapons/WNBR_2pounder_m2.php
40-cp-v1914,40,40mm/39 Vickers Automatic Model 1914,russia,Central Pivot,40-mg-v1914,1,80,http://www.navweaps.com/Weapons/WNBR_2pounder_m2.php#Mount%2FTurret_Data
40-cp-markva,40,2-pdr/39 Mark VA Oct,britain,Central Pivot,40-mg-qf-markviii-hv,8,80,http://www.navweaps.com/Weapons/WNBR_2pounder_m8.php#Mount%2FTurret_Data
40-cp-markv,40,2-pdr/39 Mark V Oct,britain,Central Pivot,40-mg-qf-markviii-hv,8,80,http://www.navweaps.com/Weapons/WNBR_2pounder_m8.php#Mount%2FTurret_Data
40-cp-markvii,40,2-pdr/39 Mark VII Quad,britain,Central Pivot,40-mg-qf-markviii-hv,4,80,http://www.navweaps.com/Weapons/WNBR_2pounder_m8.php#Mount%2FTurret_Data
40-p-markii,40,2-pdr/39 Mark II,britain,Pedestal,40-mg-qf-markvii,1,80,http://www.navweaps.com/Weapons/WNBR_2pounder_m2.php
40-cp-bi-type91-twin,40,"40mm/39 ""BI"" Type 91 Twin",japan,Central Pivot,40-mg-bi-type91,2,85,http://www.navweaps.com/Weapons/WNJAP_40mm-62_HI.php
40-cp-bi-type91-single,40,"40mm/39 ""BI"" Type 91 Single",japan,Central Pivot,40-mg-bi-type91,1,85,http://www.navweaps.com/Weapons/WNJAP_40mm-62_HI.php
40-t-mk4,40,40 mm/56 Mark 4 Quad,usa,Central Pivot,40-bg-mk1,4,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#USA_Mountings
40-t-mk2,40,40 mm/56 Mark 2 Quad,usa,Central Pivot,40-bg-mk1,4,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#USA_Mountings
40-t-mk1,40,40 mm/56 Mark 1 Twin,usa,Central Pivot,40-bg-mk1,2,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#USA_Mountings
40-t-mk3,40,40 mm/56 Mark 3 Single,usa,Central Pivot,40-bg-mk1,1,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#USA_Mountings
40-cp-rp50-markvi,40,40 mm/56 RP50 Mark VI,britain,Central Pivot,40-bg-mark1,6,80,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#Britain_Mountings
40-cp-rp-markii,40,40 mm/56 RP Mark II (Quad),britain,Central Pivot,40-bg-mark1,4,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#Britain_Mountings
40-cp-markviii,40,40 mm/56 Mark VIII (Quad),britain,Central Pivot,40-bg-mark1,4,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#Britain_Mountings
40-ta-staag-markii,40,40 mm/56 STAAG Mark II,britain,Tri-Axial Turret,40-bg-mark1,2,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#Britain_Mountings
40-cp-markvii-single,40,40 mm/56 Mark VII Single,britain,Central Pivot,40-bg-mark1,1,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#Britain_Mountings
40-cp-marki/iii,40,40 mm/56 Mark I/III Single,britain,Central Pivot,40-bg-mark1,1,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#Britain_Mountings
40-cp-flak-28,40,4cm/56 FlaK 28,germany,Central Pivot,40-bg-flak-28,1,90,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php#Germany_Weapons_and_Mountings
37-sm-dop-lc30,37,3.7cm/83 Dop. L. C/30,germany,Stabalized Mount,37-mg-sk-c30,2,85,http://www.navweaps.com/Weapons/WNGER_37mm-83_skc30.php#Mount_%2F_Turret_Data
37-sm-ein-lc34,37,3.7cm/83 Ein LC/34,germany,Central Pivot,37-mg-sk-c30,1,80,http://www.navweaps.com/Weapons/WNGER_37mm-83_skc30.php#Mount_%2F_Turret_Data
