Namesake,NamingCategory_1,NamingCategory_2,NamingSource
Venus,Mythological,God,https://en.wikipedia.org/wiki/Venus_(mythology)
Zeus,Mythological,God,https://en.wikipedia.org/wiki/Zeus
Argonauts,Mythological,Group,https://en.wikipedia.org/wiki/Argonauts
Achilles,Mythological,Hero,https://en.wikipedia.org/wiki/Achilles
Ajax the Great,Mythological,Hero,https://en.wikipedia.org/wiki/Ajax_the_Great
Amphion,Mythological,Hero,https://en.wikipedia.org/wiki/Amphion_and_Zethus
Andromache,Mythological,Hero,https://en.wikipedia.org/wiki/Andromache
Andromeda,Mythological,Hero,https://en.wikipedia.org/wiki/Andromeda_(mythology)
Argus Panoptes,Mythological,Hero,https://en.wikipedia.org/wiki/Argus_Panoptes
Ariadne,Mythological,Hero,https://en.wikipedia.org/wiki/Ariadne
Armida,Mythological,Hero,https://en.wikipedia.org/wiki/Armida
Atalanta,Mythological,Hero,https://en.wikipedia.org/wiki/Atalanta
Bellerophon,Mythological,Hero,https://en.wikipedia.org/wiki/Bellerophon
Cadmus,Mythological,Hero,https://en.wikipedia.org/wiki/Cadmus
Cassandra,Mythological,Hero,https://en.wikipedia.org/wiki/Cassandra
Castor,Mythological,Hero,https://en.wikipedia.org/wiki/Castor_and_Pollux
Daedalus,Mythological,Hero,https://en.wikipedia.org/wiki/Daedalus
Danae,Mythological,Hero,https://en.wikipedia.org/wiki/Dana%C3%AB
Diomedes,Mythological,Hero,https://en.wikipedia.org/wiki/Diomedes
Endymion,Mythological,Hero,https://en.wikipedia.org/wiki/Endymion_(mythology)
Europa,Mythological,Hero,https://en.wikipedia.org/wiki/Europa_(consort_of_Zeus)
Euryalus,Mythological,Hero,https://en.wikipedia.org/wiki/Argonauts
Hector,Mythological,Hero,https://en.wikipedia.org/wiki/Hector
Heracles,Mythological,Hero,https://en.wikipedia.org/wiki/Heracles
Hermione,Mythological,Hero,https://en.wikipedia.org/wiki/Hermione_(mythology)
Hyacinth,Mythological,Hero,https://en.wikipedia.org/wiki/Hyacinth_(mythology)
Iphigenia,Mythological,Hero,https://en.wikipedia.org/wiki/Iphigenia
"Jason, Leader of the Argonauts",Mythological,Hero,https://en.wikipedia.org/wiki/Jason
King Arthur,Mythological,Hero,https://en.wikipedia.org/wiki/King_Arthur
Leander,Mythological,Hero,https://en.wikipedia.org/wiki/Hero_and_Leander
Magician,Mythological,Hero,https://en.wikipedia.org/wiki/Magician_(fantasy)
Medea,Mythological,Hero,https://en.wikipedia.org/wiki/Medea
Melampus,Mythological,Hero,https://en.wikipedia.org/wiki/Melampus
Merlin,Mythological,Hero,https://en.wikipedia.org/wiki/Merlin
Narcissus,Mythological,Hero,https://en.wikipedia.org/wiki/Narcissus_(mythology)
Niobe,Mythological,Hero,https://en.wikipedia.org/wiki/Niobe
Orion,Mythological,Hero,https://en.wikipedia.org/wiki/Orion_(mythology)
Pandora,Mythological,Hero,https://en.wikipedia.org/wiki/Pandora
Penelope,Mythological,Hero,https://en.wikipedia.org/wiki/Penelope
Perseus,Mythological,Hero,https://en.wikipedia.org/wiki/Perseus
Philomela,Mythological,Hero,https://en.wikipedia.org/wiki/Philomela
Psyche,Mythological,Hero,https://en.wikipedia.org/wiki/Psyche_(mythology)
Pyramus,Mythological,Hero,https://en.wikipedia.org/wiki/Pyramus_and_Thisbe
Renaud de Montauban,Mythological,Hero,https://en.wikipedia.org/wiki/Renaud_de_Montauban
Theseus,Mythological,Hero,https://en.wikipedia.org/wiki/Theseus
Till Eulenspiegel,Mythological,Hero,https://en.wikipedia.org/wiki/Till_Eulenspiegel
Amazons,Mythological,People,https://en.wikipedia.org/wiki/Amazons
Fusang,Mythological,Place,https://en.wikipedia.org/wiki/Fusang
Shangri-La,Mythological,Place,https://en.wikipedia.org/wiki/Shangri-La
Vineta,Mythological,Place,https://en.wikipedia.org/wiki/Vineta
Arethusa,Mythological,Spirit,https://en.wikipedia.org/wiki/Arethusa_(nymph)
Calypso,Mythological,Spirit,https://en.wikipedia.org/wiki/Calypso_(mythology)
Doris,Mythological,Spirit,https://en.wikipedia.org/wiki/Doris_(Oceanid)
Dryad,Mythological,Spirit,https://en.wikipedia.org/wiki/Dryad
Galatea,Mythological,Spirit,https://en.wikipedia.org/wiki/Acis_and_Galatea
Maenad,Mythological,Spirit,https://en.wikipedia.org/wiki/Maenad
Medusa,Mythological,Spirit,https://en.wikipedia.org/wiki/Medusa
Naiad,Mythological,Spirit,https://en.wikipedia.org/wiki/Naiad
Nymph,Mythological,Spirit,https://en.wikipedia.org/wiki/Nymph
Thetis,Mythological,Spirit,https://en.wikipedia.org/wiki/Thetis
Undines,Mythological,Spirit,https://en.wikipedia.org/wiki/Undine
Hanseatic League,Political,Alliance,https://en.wikipedia.org/wiki/Hanseatic_League
"Albany, New York, US",Political,City,"https://en.wikipedia.org/wiki/Albany,_New_York"
"Algiers, Algeria",Political,City,https://en.wikipedia.org/wiki/Algiers
"Alton, Illinois, US",Political,City,"https://en.wikipedia.org/wiki/Alton,_Illinois"
"Amsterdam, New York, US",Political,City,"https://en.wikipedia.org/wiki/Amsterdam,_New_York"
"Ancona, Marche, Italy",Political,City,https://en.wikipedia.org/wiki/Ancona
"Annapolis, Maryland, US",Political,City,"https://en.wikipedia.org/wiki/Annapolis,_Maryland"
"Anniston, Alabama, US",Political,City,"https://en.wikipedia.org/wiki/Anniston,_Alabama"
"Anyang, Henan, China",Political,City,https://en.wikipedia.org/wiki/Anyang
"Astoria, Oregon, US",Political,City,"https://en.wikipedia.org/wiki/Astoria,_Oregon"
"Atlanta, Georgia, US",Political,City,https://en.wikipedia.org/wiki/Atlanta
"Augsburg, Bavaria, Germany",Political,City,https://en.wikipedia.org/wiki/Augsburg
"Augusta, Georgia, US",Political,City,"https://en.wikipedia.org/wiki/Augusta,_Georgia"
"Baltimore, Maryland, US",Political,City,https://en.wikipedia.org/wiki/Baltimore
"Baltiysk, Kaliningrad Oblast, Russia",Political,City,https://en.wikipedia.org/wiki/Baltiysk
"Bari, Apulia, Italy",Political,City,https://en.wikipedia.org/wiki/Bari
"Bath, England, UK",Political,City,"https://en.wikipedia.org/wiki/Bath,_Somerset"
"Belfast, Northern Ireland, UK",Political,City,https://en.wikipedia.org/wiki/Belfast
"Belmont, England, UK",Political,City,"https://en.wikipedia.org/wiki/Belmont,_Lancashire"
"Berlin, Berlin, Germany",Political,City,https://en.wikipedia.org/wiki/Berlin
"Beverley, England, UK",Political,City,https://en.wikipedia.org/wiki/Beverley
"Biloxi, Mississippi, US",Political,City,"https://en.wikipedia.org/wiki/Biloxi,_Mississippi"
"Birkenhead, England, UK",Political,City,https://en.wikipedia.org/wiki/Birkenhead
"Birmingham, Alabama, US",Political,City,"https://en.wikipedia.org/wiki/Birmingham,_Alabama"
"Birmingham, England, UK",Political,City,https://en.wikipedia.org/wiki/Birmingham
"Boise, Idaho, US",Political,City,"https://en.wikipedia.org/wiki/Boise,_Idaho"
"Boston, Massachusetts, US",Political,City,https://en.wikipedia.org/wiki/Boston
"Bradford, England, UK",Political,City,https://en.wikipedia.org/wiki/Bradford
"Braunschweig, Lower Saxony, Germany",Political,City,https://en.wikipedia.org/wiki/Braunschweig
"Bremen, Bremen, Germany",Political,City,https://en.wikipedia.org/wiki/Bremen
"Bremerton, Washington, US",Political,City,"https://en.wikipedia.org/wiki/Bremerton,_Washington"
"Bridgeport, Connecticut, US",Political,City,"https://en.wikipedia.org/wiki/Bridgeport,_Connecticut"
"Brighton, England, UK",Political,City,https://en.wikipedia.org/wiki/Brighton
"Brisbane, Queensland, Australia",Political,City,https://en.wikipedia.org/wiki/Brisbane
"Bristol, England, UK",Political,City,https://en.wikipedia.org/wiki/Bristol
"Broadwater, England, UK",Political,City,"https://en.wikipedia.org/wiki/Broadwater,_West_Sussex"
"Broadway, England, UK",Political,City,"https://en.wikipedia.org/wiki/Broadway,_Worcestershire"
"Brooklyn, New York, US",Political,City,https://en.wikipedia.org/wiki/Brooklyn
"Buffalo, New York, US",Political,City,"https://en.wikipedia.org/wiki/Buffalo,_New_York"
"Burnham, England, UK",Political,City,"https://en.wikipedia.org/wiki/Burnham,_Buckinghamshire"
"Burwell, England, UK",Political,City,"https://en.wikipedia.org/wiki/Burwell,_Cambridgeshire"
"Busan, South Korea",Political,City,https://en.wikipedia.org/wiki/Busan
"Buxton, England, UK",Political,City,https://en.wikipedia.org/wiki/Buxton
"Cairo, Egypt",Political,City,https://en.wikipedia.org/wiki/Cairo
"Caldwell, England, UK",Political,City,"https://en.wikipedia.org/wiki/Caldwell,_North_Yorkshire"
"Cambridge, Massachusetts, US",Political,City,"https://en.wikipedia.org/wiki/Cambridge,_Massachusetts"
"Cameron, Scotland",Political,City,"https://en.wikipedia.org/wiki/Cameron,_Fife"
"Campbeltown, Scotland, UK",Political,City,https://en.wikipedia.org/wiki/Campbeltown
"Canberra, Australian Capital Territory, Australia",Political,City,https://en.wikipedia.org/wiki/Canberra
"Canopus, Egypt",Political,City,"https://en.wikipedia.org/wiki/Canopus,_Egypt"
"Canterbury, England, UK",Political,City,https://en.wikipedia.org/wiki/Canterbury
"Cape Town, South Africa",Political,City,https://en.wikipedia.org/wiki/Cape_Town
"Cardiff, Wales, UK",Political,City,https://en.wikipedia.org/wiki/Cardiff
"Carlisle, England, UK",Political,City,https://en.wikipedia.org/wiki/Carlisle
"Castleton, England, UK",Political,City,"https://en.wikipedia.org/wiki/Castleton,_Derbyshire"
"Charleston, South Carolina, US",Political,City,"https://en.wikipedia.org/wiki/Charleston,_South_Carolina"
"Charlestown, England, UK",Political,City,https://www.google.com/search?q=Charlestown%2C+UK&sca_esv=5046443ecb82d3e7&sxsrf=AE3TifMmn-v290P08PamAw4D3cmNKOFerA%3A1763352226444&ei=op4aaZ31Gpie0PEP8OW9gAk&ved=0ahUKEwidzsj4pviQAxUYDzQIHfByD5AQ4dUDCBE&uact=5&oq=Charlestown%2C+UK&gs_lp=Egxnd3Mtd2l6LXNlcnAiD0NoYXJsZXN0b3duLCBVSzIGEAAYBxgeMgYQABgHGB4yBRAuGIAEMgYQABgHGB4yBhAAGAcYHjIFEAAYgAQyBRAAGIAEMgQQABgeMgQQABgeMgQQABgeSMoGUIQCWIQCcAF4AJABAJgBYKABlwGqAQEyuAEDyAEA-AEC-AEBmAICoAJuwgIKEAAYsAMY1gQYR5gDAIgGAZAGCJIHAzEuMaAHmA6yBwMwLjG4B2fCBwMyLTLIBwo&sclient=gws-wiz-serp
"Charlotte, North Carolina, US",Political,City,"https://en.wikipedia.org/wiki/Charlotte,_North_Carolina"
"Chatham, England, UK",Political,City,"https://en.wikipedia.org/wiki/Chatham,_Kent"
"Chattanooga, Tennessee, US",Political,City,"https://en.wikipedia.org/wiki/Chattanooga,_Tennessee"
"Chelsea, London, England, UK",Political,City,"https://en.wikipedia.org/wiki/Chelsea,_London"
"Chester, England, UK",Political,City,https://en.wikipedia.org/wiki/Chester
"Chester, Pennsylvania, US",Political,City,"https://en.wikipedia.org/wiki/Chester,_Pennsylvania"
"Chesterfield, England, UK",Political,City,"https://en.wikipedia.org/wiki/Chesterfield,_Derbyshire"
"Cheyenne, Wyoming, US",Political,City,"https://en.wikipedia.org/wiki/Cheyenne,_Wyoming"
"Chicago, Illinois, US",Political,City,https://en.wikipedia.org/wiki/Chicago
"Churchill, England, UK",Political,City,"https://en.wikipedia.org/wiki/Churchill,_Oxfordshire"
"Cincinnati, Ohio, US",Political,City,https://en.wikipedia.org/wiki/Cincinnati
"Clare, England, UK",Political,City,"https://en.wikipedia.org/wiki/Clare,_Suffolk"
"Cleveland, Ohio, US",Political,City,https://en.wikipedia.org/wiki/Cleveland
"Colmar, Alsace, France",Political,City,https://en.wikipedia.org/wiki/Colmar
"Cologne, North Rhine-Westphalia, Germany",Political,City,https://en.wikipedia.org/wiki/Cologne
"Colombo, Sri Lanka",Political,City,https://en.wikipedia.org/wiki/Colombo
"Columbia, South Carolina, US",Political,City,"https://en.wikipedia.org/wiki/Columbia,_South_Carolina"
"Columbus, Ohio, US",Political,City,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
"Concord, Massachusetts, US",Political,City,"https://en.wikipedia.org/wiki/Concord,_Massachusetts"
"Constitucion, Chile",Political,City,"https://en.wikipedia.org/wiki/Constituci%C3%B3n,_Chile"
"Corpus Christi, Texas, US",Political,City,"https://en.wikipedia.org/wiki/Corpus_Christi,_Texas"
"Coventry, England, UK",Political,City,https://en.wikipedia.org/wiki/Coventry
"Dallas, Texas, US",Political,City,https://en.wikipedia.org/wiki/Dallas
"Dartmouth, England, UK",Political,City,"https://en.wikipedia.org/wiki/Dartmouth,_Devon"
"Dayton, Ohio, US",Political,City,"https://en.wikipedia.org/wiki/Dayton,_Ohio"
"Denver, Colorado, US",Political,City,https://en.wikipedia.org/wiki/Denver
"Des Moines, Iowa, US",Political,City,"https://en.wikipedia.org/wiki/Des_Moines,_Iowa"
"Detroit, Michigan, US",Political,City,https://en.wikipedia.org/wiki/Detroit
"Dresden, Saxony, Germany",Political,City,https://en.wikipedia.org/wiki/Dresden
"Dublin, Ireland",Political,City,https://en.wikipedia.org/wiki/Dublin
"Duluth, Minnesota, US",Political,City,"https://en.wikipedia.org/wiki/Duluth,_Minnesota"
"Dunkirk, Hauts-de-France, France",Political,City,https://en.wikipedia.org/wiki/Dunkirk
"Durban, South Africa",Political,City,https://en.wikipedia.org/wiki/Durban
"Edinburgh, Scotland, UK",Political,City,https://en.wikipedia.org/wiki/Edinburgh
"Egremont, England, UK",Political,City,"https://en.wikipedia.org/wiki/Egremont,_Cumbria"
"Elblag, Warmian-Masurian Voivodeship, Poland",Political,City,https://en.wikipedia.org/wiki/Elbl%C4%85g
"Emden, Lower Saxony, Germany",Political,City,https://en.wikipedia.org/wiki/Emden
"Ersatz Karlsruhe, Baden-Wurttemberg, Germany",Political,City,https://en.wikipedia.org/wiki/Karlsruhe
"Exeter, England, UK",Political,City,https://en.wikipedia.org/wiki/Exeter
"Fall River, Massachusetts, US",Political,City,"https://en.wikipedia.org/wiki/Fall_River,_Massachusetts"
"Falmouth, England, UK",Political,City,"https://en.wikipedia.org/wiki/Falmouth,_Cornwall"
"Fargo, North Dakota, US",Political,City,"https://en.wikipedia.org/wiki/Fargo,_North_Dakota"
"Flint, Michigan, US",Political,City,"https://en.wikipedia.org/wiki/Flint,_Michigan"
"Frankfurt, Germany",Political,City,https://en.wikipedia.org/wiki/Frankfurt
"Frederick, Maryland, US",Political,City,"https://en.wikipedia.org/wiki/Frederick,_Maryland"
"Fresno, California, US",Political,City,"https://en.wikipedia.org/wiki/Fresno,_California"
"Galveston, Texas, US",Political,City,"https://en.wikipedia.org/wiki/Galveston,_Texas"
"Gaziantep, Gaziantep, Turkey",Political,City,https://en.wikipedia.org/wiki/Gaziantep
"Gdansk, Pomeranian Voivodeship, Poland",Political,City,https://en.wikipedia.org/wiki/Gda%C5%84sk
"Gelibolu, Canakkale, Turkey",Political,City,https://en.wikipedia.org/wiki/Gelibolu
"Gemlik, Bursa, Turkey",Political,City,https://en.wikipedia.org/wiki/Gemlik
"Georgetown, Wales, UK",Political,City,"https://en.wikipedia.org/wiki/Georgetown,_Blaenau_Gwent"
"Giresun, Giresun, Turkey",Political,City,https://en.wikipedia.org/wiki/Giresun
"Glasgow, Scotland, UK",Political,City,https://en.wikipedia.org/wiki/Glasgow
"Gloucester, England, UK",Political,City,https://en.wikipedia.org/wiki/Gloucester
"Great Yarmouth, England, UK",Political,City,https://en.wikipedia.org/wiki/Great_Yarmouth
"Grudziadz, Kuyavian-Pomeranian Voivodeship, Poland",Political,City,https://en.wikipedia.org/wiki/Grudzi%C4%85dz
"Guiyang, Guizhou, China",Political,City,https://en.wikipedia.org/wiki/Guiyang
"Hamburg, Hamburg, Germany",Political,City,https://en.wikipedia.org/wiki/Hamburg
"Hamilton, Bermuda, UK",Political,City,"https://en.wikipedia.org/wiki/Hamilton,_Bermuda"
"Hanyang, Hubei, China",Political,City,"https://en.wikipedia.org/wiki/Hanyang,_Wuhan"
"Helena, Montana, US",Political,City,"https://en.wikipedia.org/wiki/Helena,_Montana"
"Hirado, Nagasaki, Japan",Political,City,"https://en.wikipedia.org/wiki/Hirado,_Nagasaki"
"Honolulu, Hawaii, US",Political,City,https://en.wikipedia.org/wiki/Honolulu
"Houston, Texas, US",Political,City,https://en.wikipedia.org/wiki/Houston
"Huntington, West Virginia, US",Political,City,"https://en.wikipedia.org/wiki/Huntington,_West_Virginia"
"Huron, South Dakota, US",Political,City,"https://en.wikipedia.org/wiki/Huron,_South_Dakota"
"Indianapolis, Indiana, US",Political,City,https://en.wikipedia.org/wiki/Indianapolis
"İskenderun, Hatay, Turkey",Political,City,https://en.wikipedia.org/wiki/%C4%B0skenderun
"Istanbul, Istanbul, Turkey",Political,City,https://en.wikipedia.org/wiki/Istanbul
"İzmir, İzmir, Turkey",Political,City,https://en.wikipedia.org/wiki/%C4%B0zmir
"Izmit, Kocaeli, Turkey",Political,City,https://en.wikipedia.org/wiki/%C4%B0zmit
"Jiyuan, Henan, China",Political,City,https://en.wikipedia.org/wiki/Jiyuan
"Juneau, Alaska, US",Political,City,"https://en.wikipedia.org/wiki/Juneau,_Alaska"
"Kaliningrad, Kaliningrad Oblast, Russia",Political,City,https://en.wikipedia.org/wiki/K%C3%B6nigsberg
"Kansas City, Missouri, US",Political,City,"https://en.wikipedia.org/wiki/Kansas_City,_Missouri"
"Katoomba, New South Wales, Australia",Political,City,https://en.wikipedia.org/wiki/Katoomba
"Kolberg, West Pomeranian Voivodeship, Poland",Political,City,https://en.wikipedia.org/wiki/West_Pomeranian_Voivodeship
"Kolkata, West Bengal, India",Political,City,https://en.wikipedia.org/wiki/Kolkata
"Lancaster, England, UK",Political,City,"https://en.wikipedia.org/wiki/Lancaster,_Lancashire"
"Leeds, England, UK",Political,City,https://en.wikipedia.org/wiki/Leeds
"Leipzig, Saxony, Germany",Political,City,https://en.wikipedia.org/wiki/Leipzig
"Lewes, England, UK",Political,City,https://en.wikipedia.org/wiki/Lewes
"Lincoln, England, UK",Political,City,"https://en.wikipedia.org/wiki/Lincoln,_England"
"Little Rock, Arkansas, US",Political,City,"https://en.wikipedia.org/wiki/Little_Rock,_Arkansas"
"Liverpool, England, UK",Political,City,https://en.wikipedia.org/wiki/Liverpool
"London, England, UK",Political,City,https://en.wikipedia.org/wiki/London
"Long Beach, California, US",Political,City,"https://en.wikipedia.org/wiki/Long_Beach,_California"
"Los Angeles, California, US",Political,City,https://en.wikipedia.org/wiki/Los_Angeles
"Louisville, Kentucky, US",Political,City,"https://en.wikipedia.org/wiki/Louisville,_Kentucky"
"Lowestoft, England, UK",Political,City,https://en.wikipedia.org/wiki/Lowestoft
"Lubeck, Schleswig-Holstein, Germany",Political,City,https://en.wikipedia.org/wiki/L%C3%BCbeck
"Ludlow, England, UK",Political,City,https://en.wikipedia.org/wiki/Ludlow
"Luoyang, Henan, China",Political,City,https://en.wikipedia.org/wiki/Luoyang
"Macon, Georgia, US",Political,City,"https://en.wikipedia.org/wiki/Macon,_Georgia"
"Magdeburg, Saxony-Anhalt, Germany",Political,City,https://en.wikipedia.org/wiki/Magdeburg
"Mainz, Rhineland-Palatinate, Germany",Political,City,https://en.wikipedia.org/wiki/Mainz
"Manchester, England, UK",Political,City,https://en.wikipedia.org/wiki/Manchester
"Manchester, New Hampshire, US",Political,City,"https://en.wikipedia.org/wiki/Manchester,_New_Hampshire"
"Mansfield, England, UK",Political,City,https://en.wikipedia.org/wiki/Mansfield
"Marblehead, Massachusetts, US",Political,City,"https://en.wikipedia.org/wiki/Marblehead,_Massachusetts"
"Melbourne, Victoria, Australia",Political,City,https://en.wikipedia.org/wiki/Melbourne
"Memphis, Tennessee, US",Political,City,"https://en.wikipedia.org/wiki/Memphis,_Tennessee"
"Metz, Grand Est, France",Political,City,https://en.wikipedia.org/wiki/Metz
"Miami, Florida, US",Political,City,https://en.wikipedia.org/wiki/Miami
"Mildura, Victoria, Australia",Political,City,https://en.wikipedia.org/wiki/Mildura
"Milwaukee, Wisconsin, US",Political,City,https://en.wikipedia.org/wiki/Milwaukee
"Minneapolis, Minnesota, US",Political,City,https://en.wikipedia.org/wiki/Minneapolis
"Missoula, Montana, US",Political,City,"https://en.wikipedia.org/wiki/Missoula,_Montana"
"Mobile, Alabama, US",Political,City,"https://en.wikipedia.org/wiki/Mobile,_Alabama"
"Montgomery, Alabama, US",Political,City,"https://en.wikipedia.org/wiki/Montgomery,_Alabama"
"Montgomery, Wales, UK",Political,City,"https://en.wikipedia.org/wiki/Montgomery,_Powys"
"Montpelier, Vermont, US",Political,City,"https://en.wikipedia.org/wiki/Montpelier,_Vermont"
"Mulhouse, Grand Est, France",Political,City,https://en.wikipedia.org/wiki/Mulhouse
"Munich, Bavaria, Germany",Political,City,https://en.wikipedia.org/wiki/Munich
"Murmansk, Russia",Political,City,https://en.wikipedia.org/wiki/Murmansk
"Mysore, Karnataka, India",Political,City,https://en.wikipedia.org/wiki/Mysore
"Nanyang, Henan, China",Political,City,"https://en.wikipedia.org/wiki/Nanyang,_Henan"
"Nashville, Tennessee, US",Political,City,"https://en.wikipedia.org/wiki/Nashville,_Tennessee"
"New Haven, Connecticut, US",Political,City,"https://en.wikipedia.org/wiki/New_Haven,_Connecticut"
"New Orleans, Louisiana, US",Political,City,https://en.wikipedia.org/wiki/New_Orleans
"Newark-on-Trent, England, UK",Political,City,https://en.wikipedia.org/wiki/Newark-on-Trent
"Newark, New Jersey, US",Political,City,"https://en.wikipedia.org/wiki/Newark,_New_Jersey"
"Newcastle upon Tyne, England, UK",Political,City,https://en.wikipedia.org/wiki/Newcastle_upon_Tyne
"Newmarket, England, UK",Political,City,"https://en.wikipedia.org/wiki/Newmarket,_Suffolk"
"Newport News, Virginia, US",Political,City,"https://en.wikipedia.org/wiki/Newport_News,_Virginia"
"Newport, Wales, UK",Political,City,"https://en.wikipedia.org/wiki/Newport,_Wales"
"Nisshin, Aichi, Japan",Political,City,"https://en.wikipedia.org/wiki/Nisshin,_Aichi"
"Norfolk, Virginia, US",Political,City,"https://en.wikipedia.org/wiki/Norfolk,_Virginia"
"Northampton, England, UK",Political,City,https://en.wikipedia.org/wiki/Northampton
"Northampton, Massachusetts, US",Political,City,"https://en.wikipedia.org/wiki/Northampton,_Massachusetts"
"Noshiro, Akita Prefecture, Japan",Political,City,"https://en.wikipedia.org/wiki/Noshiro,_Akita"
"Nottingham, England, UK",Political,City,https://en.wikipedia.org/wiki/Nottingham
"Nuremberg, Bavaria, Germany",Political,City,https://en.wikipedia.org/wiki/Nuremberg
"Oakland, California, US",Political,City,"https://en.wikipedia.org/wiki/Oakland,_California"
"Oklahoma City, Oklahoma, US",Political,City,https://en.wikipedia.org/wiki/Oklahoma_City
"Olympia, Washington, US",Political,City,"https://en.wikipedia.org/wiki/Olympia,_Washington"
"Omaha, Nebraska, US",Political,City,"https://en.wikipedia.org/wiki/Omaha,_Nebraska"
"Oregon City, Oregon, US",Political,City,"https://en.wikipedia.org/wiki/Oregon_City,_Oregon"
"Paris, Ile-de-France, France",Political,City,https://en.wikipedia.org/wiki/Paris
"Pasadena, California, US",Political,City,"https://en.wikipedia.org/wiki/Pasadena,_California"
"Pembroke, Wales, UK",Political,City,"https://en.wikipedia.org/wiki/Pembroke,_Pembrokeshire"
"Pensacola, Florida, US",Political,City,"https://en.wikipedia.org/wiki/Pensacola,_Florida"
"Perth, Western Australia, Australia",Political,City,https://en.wikipedia.org/wiki/Perth
"Philadelphia, Pennsylvania, US",Political,City,https://en.wikipedia.org/wiki/Philadelphia
"Phoenix, Arizona, US",Political,City,"https://en.wikipedia.org/wiki/Phoenix,_Arizona"
"Pittsburgh, Pennsylvania, US",Political,City,https://en.wikipedia.org/wiki/Pittsburgh
"Portland, Maine, US",Political,City,"https://en.wikipedia.org/wiki/Portland,_Maine"
"Portsmouth, New Hampshire, US",Political,City,"https://en.wikipedia.org/wiki/Portsmouth,_New_Hampshire"
"Potsdam, Brandenburg, Germany",Political,City,https://en.wikipedia.org/wiki/Potsdam
"Pretoria, South Africa",Political,City,https://en.wikipedia.org/wiki/Pretoria
"Providence, Rhode Island, US",Political,City,"https://en.wikipedia.org/wiki/Providence,_Rhode_Island"
"Pueblo, Colorado, US",Political,City,"https://en.wikipedia.org/wiki/Pueblo,_Colorado"
"Qingyang, Gansu, China",Political,City,"https://en.wikipedia.org/wiki/Qingyang_Subdistrict,_Jinjiang"
"Quincy, Massachusetts, US",Political,City,"https://en.wikipedia.org/wiki/Quincy,_Massachusetts"
"Rabaul, Papua New Guinea",Political,City,https://en.wikipedia.org/wiki/Rabaul
"Raleigh, North Carolina, US",Political,City,"https://en.wikipedia.org/wiki/Raleigh,_North_Carolina"
"Ramsey, England, UK",Political,City,"https://en.wikipedia.org/wiki/Ramsey,_Cambridgeshire"
"Reading, England, UK",Political,City,"https://en.wikipedia.org/wiki/Reading,_Berkshire"
"Regensburg, Bavaria, Germany",Political,City,https://en.wikipedia.org/wiki/Regensburg
"Reno, Nevada, US",Political,City,"https://en.wikipedia.org/wiki/Reno,_Nevada"
"Richmond, England, UK",Political,City,"https://en.wikipedia.org/wiki/Richmond,_North_Yorkshire"
"Richmond, Virginia, US",Political,City,"https://en.wikipedia.org/wiki/Richmond,_Virginia"
"Ringarooma, Tasmania, Australia",Political,City,https://en.wikipedia.org/wiki/Ringarooma
"Ripley, England, UK",Political,City,"https://en.wikipedia.org/wiki/Ripley,_Derbyshire"
"Roanoke, Virginia, US",Political,City,"https://en.wikipedia.org/wiki/Roanoke,_Virginia"
"Rochester, New York, US",Political,City,"https://en.wikipedia.org/wiki/Rochester,_New_York"
"Rockingham, England, UK",Political,City,"https://en.wikipedia.org/wiki/Rockingham,_Northamptonshire"
"Rostock, Mecklenburg-Western Pomerania, Germany",Political,City,https://en.wikipedia.org/wiki/Rostock
"Rouen, Normandy, France",Political,City,https://en.wikipedia.org/wiki/Rouen
"Roxburgh, Scotland, UK",Political,City,https://en.wikipedia.org/wiki/Roxburgh
"Royal Leamington Spa, England, UK",Political,City,https://en.wikipedia.org/wiki/Leamington_Spa
"Saint Paul, Minnesota, US",Political,City,"https://en.wikipedia.org/wiki/Saint_Paul,_Minnesota"
"Salem, Massachusetts, US",Political,City,"https://en.wikipedia.org/wiki/Salem,_Massachusetts"
"Salisbury, England, UK",Political,City,https://en.wikipedia.org/wiki/Salisbury
"Salt Lake City, Utah, US",Political,City,https://en.wikipedia.org/wiki/Salt_Lake_City
"San Diego, California, US",Political,City,https://en.wikipedia.org/wiki/San_Diego
"San Francisco, California, US",Political,City,https://en.wikipedia.org/wiki/San_Francisco
"San Juan, Puerto Rico, US",Political,City,"https://en.wikipedia.org/wiki/San_Juan,_Puerto_Rico"
"San Marcos, Texas, US",Political,City,"https://en.wikipedia.org/wiki/San_Marcos,_Texas"
"Santa Fe, New Mexico, US",Political,City,"https://en.wikipedia.org/wiki/Santa_Fe,_New_Mexico"
"Sao Paulo, Sao Paulo, Brazil",Political,City,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo
"Saratoga Springs, New York, US",Political,City,"https://en.wikipedia.org/wiki/Saratoga_Springs,_New_York"
"Savannah, Georgia, US",Political,City,"https://en.wikipedia.org/wiki/Savannah,_Georgia"
"Scranton, Pennsylvania, US",Political,City,"https://en.wikipedia.org/wiki/Scranton,_Pennsylvania"
"Seattle, Washington, US",Political,City,https://en.wikipedia.org/wiki/Seattle
"Seoul, South Korea",Political,City,https://en.wikipedia.org/wiki/Seoul
"Sheffield, England, UK",Political,City,https://en.wikipedia.org/wiki/Sheffield
"Sherwood, England, UK",Political,City,"https://en.wikipedia.org/wiki/Sherwood,_Nottingham"
